PREDDEG,CONTROL,LOCALE,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,PPTUG_EF,COST,INEXPFTE,AVGFACSAL,PCTPELL,PCTFLOAN,CDR2,PAR_ED_PCT_PS,GRAD_DEBT_MDN,MD_FAMINC,MD_EARN_WNE_P6,MD_EARN_WNE_P8
3.0,2.0,32.0,3198.0,0.7892,0.051,0.0453,0.0153,0.0041,0.0006,0.0591,34168.0,11222.0,7650.0,0.1971,0.4031,0.029,0.7945205479,26500.0,71055.0,43030.0,47243.0
3.0,1.0,32.0,1800.0,0.6183,0.2222,0.0728,0.0183,0.0111,0.0028,0.1056,26032.0,7446.0,6933.0,0.4479,0.4497,0.117,0.6232616941,19500.0,30416.0,34313.0,38516.0
3.0,2.0,13.0,1127.0,0.6877,0.0745,0.0914,0.0319,0.008,0.0009,0.0071,49928.0,12168.0,7889.0,0.2525,0.445,0.05,0.8079331942,26688.0,64295.5,38684.0,48437.0
1.0,3.0,13.0,90.0,0.7556,0.1889,0.0556,0.0,0.0,0.0,0.0,19027.0,3302.0,4625.7701511102805,0.6,0.608,0.153,0.5531914894,9700.0,13946.0,13651.0,16940.0
2.0,2.0,13.0,69.0,0.6667,0.2464,0.0725,0.0145,0.0,0.0,0.0,29347.480672651833,8886.0,6516.0,0.47,0.48,0.086,0.5439659194583164,12000.0,24327.5,52337.0,61756.0
3.0,2.0,32.0,1354.0,0.7075,0.0133,0.0938,0.0199,0.017,0.0015,0.0613,42128.0,9020.0,7120.0,0.2334,0.3805,0.04,0.7111716621,21250.0,52350.5,43323.0,47906.0
1.0,3.0,13.0,230.0,0.6391,0.0783,0.2217,0.0043,0.0435,0.0,0.0,17759.0,4832.0,4939.873511960668,0.6704,0.5789,0.077,0.3911564626,6365.0,17526.5,17415.0,19457.0
1.0,3.0,13.0,67.0,0.5821,0.0746,0.1194,0.0149,0.1642,0.0,0.0,17515.0,4374.0,4562.756760920388,0.6022,0.5269,0.076,0.4949494949,4833.0,13269.0,17214.0,17322.0
1.0,1.0,21.0,455.0,0.3099,0.589,0.044,0.0,0.0044,0.0,0.6527,15906.0,5559.0,4358.0,0.3426,0.0,0.0,0.4055727554,11443.634694068753,16021.0,24195.0,26699.0
1.0,1.0,41.0,748.0,0.5481,0.3529,0.0695,0.0067,0.0013,0.0027,0.4345,10453.0,9701.0,5013.0,0.2656,0.0,0.176,0.4105461394,10497.758000442209,19292.5,27614.0,29375.0
1.0,3.0,13.0,28.0,0.0,0.9643,0.0357,0.0,0.0,0.0,0.0,22234.0,4722.0,3590.8104328500567,0.7556,0.3778,0.117,0.44,10024.508807955233,6000.0,17848.0,12560.0
1.0,1.0,33.0,1121.0,0.8198,0.0232,0.0874,0.0036,0.0027,0.0018,0.3443,13786.0,7952.0,5251.0,0.3666,0.0748,0.17,0.4624881292,9000.0,21388.5,28508.0,29220.0
1.0,1.0,13.0,201.0,0.5174,0.0249,0.3731,0.0149,0.0149,0.0547,0.01,11129.0,15279.0,6812.585389263968,0.7419,0.0,0.0,0.4136125654,10552.071461084495,21612.0,35310.0,36545.0
3.0,2.0,32.0,1587.0,0.8009,0.0643,0.0592,0.012,0.0032,0.0006,0.0158,43878.0,9184.0,6735.0,0.2279,0.56,0.055,0.7645107794,21050.0,62149.0,40001.0,45007.0
1.0,1.0,31.0,446.0,0.6928,0.2332,0.0314,0.009,0.0135,0.0045,0.3139,10370.0,8000.0,4405.0,0.1572,0.0908,0.134,0.5,10250.0,24497.0,30234.0,31330.0
1.0,1.0,43.0,614.0,0.9365,0.0195,0.0244,0.0049,0.013,0.0016,0.2704,11310.0,7378.0,4860.0,0.4699,0.1244,0.214,0.4907801418,9818.0,17500.0,24629.0,24564.0
3.0,2.0,33.0,767.0,0.4237,0.0626,0.1343,0.013,0.0065,0.0065,0.0039,35272.0,13947.0,6847.0,0.3571,0.4401,0.112,0.653125,20875.0,40931.5,32792.0,38392.0
1.0,1.0,32.0,1519.0,0.7103,0.0928,0.133,0.0053,0.0033,0.0,0.3634,12423.0,5678.0,5445.0,0.4132,0.1106,0.085,0.5074738416,10315.0,22457.0,30393.0,30302.0
3.0,2.0,12.0,766.0,0.0065,0.8473,0.0131,0.0,0.0,0.0183,0.1227,25951.0,5767.0,5455.0,0.7141,0.6845,0.141,0.5696594427,24736.0,18743.0,26301.0,31600.0
1.0,1.0,41.0,616.0,0.388,0.5617,0.0292,0.0065,0.0,0.0,0.3442,11244.0,9700.0,5154.0,0.3491,0.0,0.151,0.5540540541,9824.91172407197,15160.5,23621.0,26324.0
1.0,1.0,13.0,789.0,0.1952,0.5856,0.1952,0.0063,0.0013,0.0,0.7833,11877.0,10261.0,5014.0,0.5848,0.2006,0.185,0.4722598106,8600.0,17448.0,25312.0,28897.0
1.0,3.0,33.0,27.0,0.4815,0.2963,0.037,0.0,0.0,0.0,0.0,15121.0,1766.0,4629.568932418275,0.76,0.74,0.083,0.4877497616466202,9833.0,22978.0,16699.0,17753.0
1.0,1.0,13.0,3862.0,0.3874,0.4021,0.11,0.0168,0.0067,0.0021,0.4474,18763.0,5671.0,5011.0,0.5421,0.416,0.167,0.5608552632,12080.0,20542.0,26266.0,30418.0
1.0,1.0,32.0,704.0,0.5071,0.3509,0.0938,0.0099,0.0043,0.0014,0.5384,13564.0,10040.0,4875.0,0.4198,0.0,0.209,0.4496221662,10903.87903204541,17783.0,28044.0,30097.0
1.0,1.0,33.0,441.0,0.7982,0.0181,0.0975,0.0068,0.0227,0.0023,0.2676,10771.0,4803.0,4802.0,0.4331,0.0669,0.0,0.3646723647,6500.0,17973.5,24212.0,26047.0
1.0,3.0,13.0,109.0,0.6972,0.0367,0.1743,0.0,0.0826,0.0,0.0,15574.0,2725.0,5216.682318564999,0.4541,0.5622,0.186,0.5179856115,9833.0,25628.0,20566.0,22742.0
1.0,3.0,32.0,84.0,0.8571,0.0833,0.0357,0.0,0.0119,0.0,0.0,17636.0,1447.0,3955.8661535756933,0.5738,0.5,0.062,0.3295454545,12429.0,12782.0,20312.0,16135.0
2.0,2.0,13.0,321.0,0.2305,0.7352,0.0187,0.0,0.0062,0.0,0.0903,19724.0,26360.0,4876.0,0.8,0.7878,0.0,0.4427184466,29500.0,0.0,12618.0,14293.022326957822
3.0,2.0,42.0,556.0,0.804,0.0737,0.018,0.0018,0.0,0.0018,0.0126,30718.0,3977.0,5698.0,0.4238,0.4702,0.076,0.6764705882,21820.0,43631.5,34383.0,35877.0
1.0,1.0,33.0,893.0,0.4871,0.3998,0.056,0.0034,0.0022,0.0022,0.4569,10774.0,6211.0,5104.0,0.4284,0.2023,0.154,0.460443038,11153.0,19138.0,27985.0,30317.0
3.0,1.0,33.0,2787.0,0.6261,0.2257,0.0657,0.0068,0.0032,0.0004,0.0538,24242.0,5645.0,7293.0,0.4263,0.7057,0.126,0.5790784558,18750.0,29945.5,34612.0,37494.0
1.0,1.0,42.0,672.0,0.5074,0.378,0.0491,0.0015,0.0015,0.0,0.2946,15344.0,12121.0,4549.0,0.4096,0.1169,0.229,0.4756097561,6000.0,19465.5,29879.0,30199.0
3.0,1.0,13.0,4143.0,0.5904,0.0401,0.1764,0.0524,0.0239,0.0017,0.2189,17947.0,7696.0,7266.0,0.4016,0.2954,0.197,0.5159778441,18250.0,29173.0,32783.0,35775.0
3.0,3.0,11.0,4485.0,0.2245,0.1072,0.1737,0.062,0.0042,0.0054,0.5139,44484.0,12268.0,9759.0,0.419,0.4904,0.109,0.5916298414,31000.0,22550.5,31825.0,34459.0
4.0,2.0,11.0,2886.756498760158,0.3478251618641264,0.10955998437579784,0.32036021871082726,0.0672464753452198,0.0131481314810947,0.007203332095959365,0.23815388290707895,27479.621286732166,8066.0,7000.555035352848,0.4436646124425408,0.3502228660467257,0.04,0.6449837617398702,15498.05980890648,31115.722946998474,35380.47041272648,38140.706242823086
2.0,1.0,21.0,4236.0,0.156,0.1858,0.2668,0.2498,0.0028,0.0064,0.8699,20277.0,5507.0,9907.0,0.0969,0.004,0.156,0.4386892178,12800.186853449028,14595.0,33598.0,38822.0
2.0,1.0,12.0,7497.0,0.203,0.0224,0.6785,0.0308,0.0028,0.0068,0.605,10744.0,7632.0,9213.0,0.2341,0.0067,0.218,0.4052993131,11870.132362190456,23452.0,33282.0,37078.0
2.0,2.0,11.0,220.0,0.3409,0.1273,0.1409,0.0318,0.0,0.0,0.0,52705.0,6835.0,8893.0,0.3364,0.53,0.084,0.7660167131,12000.0,41206.5,24971.0,21530.0
4.0,2.0,12.0,19.0,0.0526,0.3158,0.3158,0.0526,0.0,0.0,0.14057449984500503,39011.29706396117,35737.0,6336.0,0.5149208255443583,0.39172932256151005,0.111,0.6616147939627356,13031.077377532005,29371.709000105227,36870.036439141186,38622.0165143124
4.0,2.0,11.0,7264.800628574373,0.3789854974756977,0.06866077040743779,0.3024255014479451,0.10191522199700352,0.0037739530864712434,0.005456997462379633,0.235202589717243,31417.36762492148,6566.0,10161.0,0.3566652010638211,0.36570848995045424,0.014,0.6819311992599537,18818.611863679966,43668.03606097659,45831.70197342573,50672.92276046025
1.0,3.0,21.0,234.0,0.0812,0.0299,0.7949,0.0684,0.0214,0.0,0.5085,30022.0,3804.0,5045.466895546306,0.5463,0.5879,0.0,0.3636363636,5430.0,16631.0,19518.0,21924.0
1.0,3.0,11.0,1969.0,0.0716,0.1082,0.6267,0.1432,0.0051,0.0096,0.0,32478.0,4858.0,7410.0,0.6012,0.6015,0.039,0.4400977995,9500.0,15438.5,33874.0,34729.0
2.0,1.0,21.0,24054.0,0.3711,0.0672,0.3206,0.1131,0.0059,0.0091,0.8268,12586.0,5094.0,9950.0,0.2277,0.0278,0.186,0.4858521971,9625.0,13273.5,31346.0,34470.0
2.0,1.0,21.0,10191.0,0.1458,0.122,0.6379,0.0376,0.002,0.0015,0.6611,9507.0,7334.0,9468.0,0.3777,0.0273,0.193,0.4384300194,12500.0,13661.0,28109.0,31606.0
3.0,2.0,12.0,2113.0,0.1041,0.0123,0.0975,0.3034,0.0005,0.0024,0.1325,70276.0,24277.0,8183.0,0.2633,0.3782,0.051,0.7571157495,31000.0,30283.0,54292.0,65921.0
1.0,3.0,11.0,202.0,0.297,0.3119,0.2426,0.005,0.0,0.0099,0.0,27357.0,731.0,4419.031681393975,0.7203,0.3446,0.049,0.4028436019,9500.0,0.0,20030.0,20349.0
1.0,3.0,11.0,94.0,0.2553,0.1064,0.6064,0.0,0.0,0.0319,0.0,27910.0,3600.0,4705.239050270298,0.9074,0.2222,0.084,0.4918918919,9500.0,0.0,19939.0,21615.0
3.0,2.0,21.0,3344.0,0.2793,0.0646,0.3765,0.134,0.0033,0.0066,0.1208,54157.0,10509.0,9703.0,0.3993,0.4887,0.037,0.6201740076,23219.0,44669.0,51213.0,58374.0
2.0,1.0,11.0,18098.0,0.1626,0.0592,0.6918,0.0399,0.0031,0.0014,0.6107,13920.0,5231.0,10251.0,0.2492,0.0061,0.195,0.3694915254,8312.0,18201.5,28402.0,32393.0
2.0,1.0,32.0,2496.0,0.2276,0.1923,0.4395,0.0413,0.006,0.0128,0.5601,17693.0,4967.0,10208.0,0.5062,0.1064,0.0,0.468930173,3500.0,15011.0,27445.0,31150.0
1.0,3.0,11.0,398.0,0.0779,0.1357,0.6231,0.0804,0.005,0.0126,0.0,22842.0,4331.0,5298.947858558131,0.6129,0.5733,0.067,0.4385245902,7917.0,15830.0,20755.0,23759.0
3.0,2.0,11.0,181.0,0.0442,0.0884,0.221,0.0608,0.0,0.0055,0.1271,23846.0,3830.0,5200.0,0.2407,0.2074,0.071,0.5060240964,9000.0,10349.0,36748.0,41209.0
3.0,2.0,21.0,3474.0,0.4171,0.0285,0.2216,0.1422,0.002,0.0035,0.0878,57785.0,12193.0,9852.0,0.2579,0.4494,0.016,0.7644927536,23875.0,60489.0,45038.0,48367.0
1.0,3.0,11.0,264.0,0.197,0.0379,0.6553,0.1023,0.0,0.0076,0.0,37283.0,5113.0,8744.334119987781,0.7263,0.6394,0.025,0.3672316384,9500.0,21841.5,56605.0,61735.0
1.0,3.0,12.0,1767.0,0.4437,0.2207,0.0713,0.0125,0.0096,0.0051,0.0,23399.0,3801.0,5101.0,0.7274,0.8156,0.027,0.464797136,20000.0,14493.0,33198.0,36465.0
2.0,1.0,42.0,8676.0,0.4954,0.0217,0.3308,0.0536,0.0143,0.0035,0.5347,14811.0,6640.0,10810.0,0.3378,0.0256,0.183,0.4914089347,10500.0,16880.0,31815.0,35099.0
3.0,2.0,11.0,87.0,0.5057,0.1034,0.1954,0.0345,0.0,0.0,0.092,30032.603185425003,12666.0,9376.0,0.4048,0.4048,0.043,0.5710394321008129,18750.0,18380.0,34156.0,44540.0
2.0,1.0,22.0,7275.0,0.4,0.0113,0.4903,0.0256,0.0021,0.0015,0.7636,22496.0,9488.0,9846.0,0.2113,0.0071,0.107,0.4924281984,14380.0,19212.5,33590.0,38309.0
3.0,2.0,11.0,8077.0,0.3449,0.0675,0.4047,0.0613,0.0054,0.0072,0.1051,49531.0,9763.0,10131.0,0.431,0.6373,0.044,0.5839201878,26063.0,42597.0,50413.0,52705.0
3.0,2.0,11.0,1134.0,0.1966,0.0362,0.1473,0.1508,0.0026,0.0009,0.0432,74618.0,20500.0,8191.0,0.2349,0.2595,0.043,0.7558139535,27000.0,38844.5,39817.0,47218.0
4.0,1.0,11.0,14629.211984191032,0.48232499289535197,-0.01707492320072912,0.20320583719178897,0.1799395411342612,-0.00904336223322813,6.523190531193546e-05,0.21214901424696697,53887.90757039227,30107.0,17791.0,0.06018583193601679,0.26427872110680595,0.009,0.8143629102987389,25188.003985183674,75174.3559342942,74943.9935026783,84256.85202998176
3.0,2.0,12.0,982.0,0.2118,0.0346,0.22,0.3442,0.001,0.001,0.0,79947.0,111976.0,21904.0,0.1398,0.0395,0.0,0.6672544426167072,18316.544545470228,44848.0,147347.0,130247.0
3.0,2.0,12.0,2510.0,0.3817,0.0462,0.4004,0.055,0.0016,0.0044,0.0199,60992.0,10507.0,10491.0,0.3117,0.5023,0.023,0.6461412151,21669.0,56619.0,54003.0,58580.0
3.0,1.0,23.0,20976.0,0.5142,0.007,0.2148,0.1421,0.001,0.0025,0.0492,29680.0,10298.0,11479.0,0.1703,0.2255,0.02,0.7519379845,18500.0,74513.0,71593.0,80118.0
1.0,3.0,11.0,274.0,0.4891,0.0401,0.2701,0.0912,0.0036,0.0109,1.0,29968.706521141045,8145.0,9417.0,0.0344,0.2196,0.016,0.6807017544,12878.0,20685.5,37309.0,61974.0
3.0,1.0,11.0,8108.0,0.1269,0.0403,0.6829,0.0699,0.0026,0.002,0.1834,18410.0,7867.0,10170.0,0.5938,0.2319,0.066,0.4182776801,16600.0,27270.5,41771.0,49565.0
3.0,1.0,23.0,8836.0,0.1777,0.0244,0.6275,0.0894,0.0025,0.0066,0.2147,16968.0,9129.0,10393.0,0.5748,0.2099,0.034,0.4005433142,13540.0,28214.0,46519.0,54425.0
3.0,1.0,12.0,16712.0,0.1027,0.0503,0.7197,0.0562,0.0013,0.0014,0.1934,18750.0,8461.0,10524.0,0.5867,0.2103,0.063,0.4031421838,14715.0,25849.0,43075.0,51629.0
3.0,1.0,21.0,25080.0,0.1364,0.0265,0.531,0.2263,0.0012,0.0018,0.1438,21655.0,7519.0,11457.0,0.4644,0.2399,0.028,0.5072183361,16000.0,29032.0,55282.0,61648.0
3.0,1.0,12.0,12853.0,0.4321,0.0259,0.3776,0.0577,0.0039,0.002,0.1011,24766.0,8305.0,10529.0,0.4136,0.3269,0.061,0.5265987025,16552.0,30780.0,49578.0,56566.0
3.0,1.0,13.0,13903.0,0.048,0.1128,0.7171,0.0655,0.001,0.0021,0.2534,14958.0,7689.0,10596.0,0.6178,0.1853,0.088,0.4094982079,13807.0,20044.0,46109.0,50387.0
3.0,1.0,11.0,20985.0,0.1594,0.0289,0.6131,0.1229,0.0028,0.0013,0.1634,17508.0,8043.0,10280.0,0.5814,0.1734,0.05,0.4675482596,14505.0,27059.0,43589.0,51757.0
3.0,1.0,21.0,35249.0,0.155,0.0216,0.5231,0.2224,0.0009,0.0015,0.2118,17337.0,7614.0,11275.0,0.4787,0.1997,0.041,0.5055447471,13750.0,28124.0,47742.0,55059.0
3.0,1.0,21.0,10709.0,0.1544,0.091,0.4046,0.2278,0.0018,0.0106,0.2391,20693.0,7193.0,11289.0,0.4414,0.2657,0.036,0.4907024793,16544.0,24527.0,55576.0,61721.0
3.0,1.0,11.0,32780.0,0.1544,0.0356,0.4995,0.2197,0.0011,0.0023,0.1581,18983.0,8316.0,11017.0,0.4965,0.2273,0.043,0.5137283237,14289.0,26465.0,47495.0,55839.0
3.0,1.0,11.0,22690.0,0.0443,0.0391,0.7569,0.1109,0.0011,0.0006,0.1773,17010.0,6877.0,11009.0,0.6625,0.1883,0.054,0.3846606282,13000.0,22032.0,43519.0,51077.0
3.0,1.0,11.0,32103.0,0.1958,0.0493,0.5644,0.0914,0.0006,0.0016,0.1859,19585.0,7256.0,11077.0,0.5657,0.213,0.056,0.4613271906,13872.0,22839.0,43782.0,50731.0
3.0,1.0,11.0,28544.0,0.2245,0.0645,0.3886,0.2039,0.0027,0.0098,0.2097,21396.0,7956.0,10507.0,0.5034,0.2435,0.055,0.5095166809,15000.0,27217.0,50076.0,56895.0
3.0,1.0,12.0,32475.0,0.2026,0.0207,0.2035,0.3506,0.0011,0.0014,0.051,41130.0,21722.0,19420.0,0.2706,0.1632,0.028,0.6541994751,13000.0,31227.0,70777.0,80182.0
3.0,1.0,23.0,31512.0,0.2117,0.0175,0.2401,0.3118,0.0008,0.0026,0.0272,36975.0,30652.0,16824.0,0.328,0.2245,0.03,0.5916885718,13000.0,33783.5,58578.0,69088.0
3.0,1.0,11.0,28651.0,0.1309,0.02,0.265,0.3809,0.0013,0.0014,0.0255,34731.0,27117.0,17533.0,0.3787,0.2105,0.023,0.5601888277,15000.0,34735.0,55340.0,68605.0
3.0,1.0,11.0,32423.0,0.2573,0.0334,0.2219,0.2949,0.0019,0.0017,0.0204,35689.0,63796.0,20770.0,0.2718,0.2059,0.015,0.6191086066,14000.0,32613.5,57920.0,70591.0
3.0,1.0,11.0,22842.0,0.1087,0.032,0.39,0.3673,0.0007,0.0019,0.0389,34100.0,15901.0,15655.0,0.494,0.332,0.046,0.5165300932,17500.0,35809.0,48374.0,57654.0
3.0,1.0,11.0,33092.0,0.1858,0.0165,0.2374,0.3391,0.0008,0.001,0.0288,35274.0,24212.0,17627.0,0.3193,0.2405,0.02,0.6042917167,15500.0,35914.0,63281.0,72792.0
4.0,1.0,11.0,-5851.043636551589,0.1243624494317549,0.07949950449996601,0.24648759349653337,0.2215425628379299,0.07086629892741309,0.0023529927969731107,-0.03281183045374059,87805.26914682618,168970.0,13919.0,0.30745606659685604,-0.07662729755164757,0.003,0.726880810125462,752.1049886712908,7007.0,66543.51108921389,68720.42427465369
3.0,1.0,22.0,23419.0,0.3122,0.0187,0.2513,0.1865,0.0011,0.001,0.0267,36607.0,15515.0,18754.0,0.3014,0.1846,0.03,0.5759941892,13993.0,36166.0,56827.0,64300.0
3.0,1.0,13.0,17502.0,0.318,0.0186,0.2806,0.2321,0.001,0.0015,0.0442,37707.0,12859.0,16319.0,0.3203,0.2813,0.043,0.6325024925,16666.0,42014.5,48544.0,58660.0
3.0,3.0,13.0,11.0,0.3636,0.0,0.0,0.0909,0.2727,0.0,0.0909,24228.500053390857,1765.0,6039.0,0.5,0.75,0.008,0.6023486572148778,15047.226255268046,27413.24891261111,31493.32353828331,33767.92134550988
1.0,3.0,12.0,55.0,0.2364,0.0182,0.6909,0.0,0.0182,0.0182,0.0,12683.0,2449.0,4091.3054350367847,0.5769,0.6154,0.119,0.4615384615,10658.445986947365,20291.0,22541.0,16724.0
3.0,2.0,11.0,13.0,0.3077,0.2308,0.3077,0.0769,0.0,0.0,0.7692,18028.934795098714,4610.0,5438.97190824755,0.6429,0.0,0.114,0.5326196274437989,11387.47759066688,11240.0,26230.97468952381,27634.2431613899
1.0,3.0,21.0,144.0,0.3056,0.0972,0.3333,0.0764,0.0069,0.0139,0.0,31123.0,6124.0,4960.806073680478,0.4753,0.5062,0.127,0.4611650485,6333.0,21829.0,19758.0,20750.0
3.0,2.0,21.0,931.0,0.3512,0.043,0.1418,0.0913,0.0021,0.0011,0.0183,75865.0,25914.0,9671.0,0.2145,0.3523,0.041,0.8426573427,25000.0,55256.0,28589.0,36521.0
3.0,1.0,12.0,808.0,0.4839,0.0272,0.224,0.1089,0.0074,0.0087,0.0359,27186.0,24231.0,11558.0,0.2841,0.4136,0.053,0.8005249344,24965.0,64087.0,86537.0,90447.0
4.0,2.0,11.0,9528.811041921588,0.399695642844371,0.04203166482661358,0.28382358649738,0.1265052453697833,-0.0016746867490471662,0.003854193041716747,0.20967609678262522,37130.59995907348,11835.0,12332.0,0.2964291375333028,0.3818406867119306,0.014,0.714889353086435,20718.455020690177,52572.12528074512,53913.41121544998,60056.302107125885
2.0,1.0,21.0,4271.0,0.251,0.0274,0.4144,0.1641,0.0009,0.0162,0.8331,11335.0,9847.0,11783.0,0.0914,0.0019,0.125,0.4272151899,11624.806066861205,19161.0,44735.0,45052.0
2.0,1.0,21.0,15977.0,0.2614,0.057,0.5182,0.0908,0.0021,0.0026,0.7023,11066.0,6623.0,11899.0,0.1878,0.0072,0.123,0.4853734734,9612.0,21409.0,36251.0,41253.0
1.0,3.0,21.0,205.0,0.1902,0.0634,0.5756,0.0878,0.0244,0.0098,0.2098,26177.0,4961.0,4822.908447566833,0.5072,0.5594,0.12,0.4907407407,6333.0,14470.0,22976.0,21750.0
2.0,2.0,11.0,415.0,0.2361,0.0337,0.5735,0.1036,0.0193,0.0072,0.0,20097.0,5379.0,6461.0,0.5041,0.7398,0.055,0.4708520179,26791.0,27326.0,39759.0,45005.0
1.0,2.0,11.0,196.0,0.1173,0.0969,0.4082,0.3367,0.0051,0.0204,0.0,25418.0,8190.0,5713.796750947592,0.3144,0.3173,0.139,0.3074611918,7041.0,13272.0,29479.0,29675.0
1.0,2.0,11.0,183.0,0.0656,0.0328,0.8087,0.0601,0.0,0.0055,0.0109,21926.0,15241.0,5991.881237276941,0.4225,0.3739,0.139,0.3074611918,7041.0,13272.0,29479.0,29675.0
1.0,2.0,13.0,148.0,0.0,0.0068,0.9865,0.0,0.0,0.0,0.0,28071.0,10511.0,5768.229310696014,0.3851,0.068,0.139,0.3074611918,7041.0,13272.0,29479.0,29675.0
1.0,2.0,21.0,96.0,0.1042,0.0729,0.8021,0.0,0.0,0.0,0.0,22247.0,10777.0,5821.195149975879,0.5204,0.4847,0.139,0.3074611918,7041.0,13272.0,29479.0,29675.0
1.0,2.0,13.0,103.0,0.0097,0.0097,0.9612,0.0097,0.0097,0.0,0.0,18656.0,9986.0,5824.403996362759,0.3812,0.1823,0.139,0.3074611918,7041.0,13272.0,29479.0,29675.0
1.0,2.0,12.0,157.0,0.0,0.0,0.9936,0.0064,0.0,0.0,0.0,20006.0,8666.0,5772.191066215089,0.3407,0.1136,0.139,0.3074611918,7041.0,13272.0,29479.0,29675.0
1.0,1.0,21.0,18001.0,0.1008,0.0664,0.6961,0.0744,0.0026,0.0036,0.5673,9184.0,8427.0,13437.0,0.3626,0.0194,0.091,0.4006509078,8447.0,19002.0,32809.0,36431.0
2.0,1.0,41.0,3439.0,0.3393,0.089,0.449,0.0387,0.0241,0.0047,0.7967,16120.0,5723.0,10627.0,0.1397,0.0045,0.131,0.4871495327,10941.289939729828,13834.0,31426.0,30912.0
2.0,1.0,21.0,9750.0,0.1572,0.0873,0.4295,0.2275,0.0019,0.0139,0.7147,13831.0,7115.0,12442.0,0.1693,0.0043,0.191,0.4445740957,9500.0,19292.0,37810.0,41757.0
2.0,1.0,21.0,15342.0,0.1497,0.0767,0.6411,0.0733,0.0019,0.0018,0.6508,18878.0,5470.0,11133.0,0.2715,0.0037,0.046,0.4422365989,13108.956780029728,18960.0,31989.0,36747.0
3.0,2.0,12.0,7665.0,0.4933,0.0222,0.179,0.1614,0.0017,0.003,0.0441,78549.0,19055.0,12925.0,0.1939,0.4524,0.025,0.8212258797,20500.0,79694.0,56553.0,61694.0
2.0,2.0,21.0,238.0,0.0294,0.3866,0.2857,0.0756,0.0,0.0042,0.2311,38874.0,15957.0,9515.0,0.4627,0.5843,0.048,0.5229357798,18750.0,23199.5,67299.0,80608.0
3.0,2.0,11.0,1691.0,0.4175,0.0373,0.2543,0.0952,0.0012,0.0053,0.1283,54221.0,9268.0,7499.0,0.2582,0.5896,0.029,0.7161366313,24247.0,50504.0,51174.0,55913.0
3.0,2.0,21.0,328.0,0.2927,0.0793,0.4024,0.0244,0.0152,0.0152,0.2256,50518.0,3097.0,7455.0,0.3341,0.5011,0.046,0.5916230366,24941.0,31569.0,34515.0,40528.0
4.0,2.0,12.0,4251.756195600777,0.381945636641775,0.0733130194236854,0.27684942049084593,0.10120010269299633,0.009590897157018108,0.004273392312089806,0.15346137398591753,41476.663583069996,28648.0,9854.0,0.3613414457879599,0.3785394810307938,0.067,0.7048022535675367,17151.82605684558,43375.703860181944,47910.63463078017,52099.21580256935
1.0,1.0,21.0,8139.0,0.1567,0.0375,0.6573,0.0764,0.0018,0.0026,0.5304,11309.0,5416.0,11521.0,0.2748,0.0076,0.072,0.4624310995,7851.0,18677.5,31809.0,36502.0
1.0,3.0,21.0,143.0,0.6573,0.0559,0.0839,0.035,0.028,0.0629,0.0,31642.0,12340.0,5568.535680484678,0.4121,0.6758,0.0,0.5402298851,6333.0,18686.5,23272.0,25030.464492634193
1.0,1.0,11.0,14593.0,0.2223,0.0683,0.2656,0.3335,0.0029,0.0054,0.6838,15224.0,6070.0,11783.0,0.1549,0.0049,0.156,0.449704142,8218.0,13954.0,36730.0,40976.0
4.0,2.0,21.0,10159.60278804139,0.3001332184061368,0.031222452932018863,0.3203999315606116,0.17066309129399665,0.012235322162436557,0.0034856613800529623,0.253595964240336,38468.22706750841,27322.0,14049.0,0.3193361587472701,0.3217432074801493,0.011,0.643297956637702,18124.127889491137,35864.0,64673.756840075934,71793.0
3.0,2.0,21.0,1383.0,0.3543,0.0593,0.1634,0.1555,0.0007,0.0022,0.0043,78723.0,33513.0,15333.0,0.2006,0.1624,0.023,0.7753831506555471,13500.0,71150.0,80442.0,90040.0
1.0,3.0,12.0,489.0,0.1636,0.0266,0.7485,0.0061,0.0204,0.0061,0.0,26362.0,2916.0,5546.752328086139,0.7833,0.6864,0.163,0.3290229885,8124.0,14636.0,29135.0,29495.0
1.0,1.0,21.0,206.0,0.1262,0.0485,0.5728,0.165,0.0146,0.034,0.8835,24864.213402207166,6825.0,7521.945583340809,0.081,0.0,0.0,0.3965517241,14345.756934332156,16391.5,34863.0,44418.0
2.0,1.0,13.0,6671.0,0.2926,0.0982,0.3157,0.1886,0.0064,0.0051,0.9126,17546.0,4421.0,12244.0,0.1207,0.011,0.119,0.4450971532,8250.0,18681.5,37836.0,37566.0
3.0,3.0,11.0,373.0,0.2735,0.0912,0.2279,0.2011,0.0134,0.0027,0.1957,36955.0,5691.0,7538.0,0.4635,0.6635,0.095,0.7209302326,31000.0,35952.0,37905.0,46091.0
1.0,3.0,11.0,111.0,0.1261,0.0721,0.7027,0.0721,0.0,0.0,0.0,19547.0,7809.0,4909.291329231933,0.5676,0.5721,0.029,0.5344827586,6333.0,15879.0,24820.0,22033.0
4.0,2.0,21.0,5690.759281361609,0.46416716450816053,0.02155506002400409,0.2206144018032078,0.11595439127644303,0.01628076239922871,0.0029965526985004723,0.12692802406303316,46155.328318535976,33718.0,11389.0,0.30428094110152165,0.3681860473647478,0.01,0.7287925208883318,18412.19058919019,49727.71329289372,53812.660920483846,58894.02321625099
